,model,category,language,frame_type,instance,prompt,total_logprob,avg_logprob
640,google/gemma-3-12b-it,candy,en,generic,fudge,One example of a candy is ___.,-17.875,-17.875
641,google/gemma-3-12b-it,candy,en,generic,gum,One example of a candy is ___.,-14.0625,-14.0625
642,google/gemma-3-12b-it,candy,en,generic,gumball,One example of a candy is ___.,-17.56689453125,-8.783447265625
643,google/gemma-3-12b-it,candy,en,generic,gumdrop,One example of a candy is ___.,-19.59375,-9.796875
644,google/gemma-3-12b-it,candy,en,generic,jelly bean,One example of a candy is ___.,-23.3125,-11.65625
645,google/gemma-3-12b-it,candy,en,generic,licorice,One example of a candy is ___.,-18.25016212463379,-9.125081062316895
646,google/gemma-3-12b-it,candy,en,generic,lollipop,One example of a candy is ___.,-16.875,-16.875
647,google/gemma-3-12b-it,candy,en,generic,marshmallow,One example of a candy is ___.,-18.125,-18.125
648,google/gemma-3-12b-it,candy,en,generic,peppermint,One example of a candy is ___.,-17.0,-17.0
649,google/gemma-3-12b-it,candy,en,generic,taffy,One example of a candy is ___.,-20.752914428710938,-10.376457214355469
650,google/gemma-3-12b-it,candy,en,indefinite_prod,candy,Name an example of a candy: ___,-6.4375,-6.4375
651,google/gemma-3-12b-it,candy,en,indefinite_prod,candy bar,Name an example of a candy: ___,-8.1796875,-4.08984375
652,google/gemma-3-12b-it,candy,en,indefinite_prod,candy cane,Name an example of a candy: ___,-15.96875,-7.984375
653,google/gemma-3-12b-it,candy,en,indefinite_prod,caramel,Name an example of a candy: ___,-10.6875,-10.6875
654,google/gemma-3-12b-it,candy,en,indefinite_prod,chocolate,Name an example of a candy: ___,-6.4375,-6.4375
655,google/gemma-3-12b-it,candy,en,indefinite_prod,cotton candy,Name an example of a candy: ___,-10.877517700195312,-5.438758850097656
656,google/gemma-3-12b-it,candy,en,indefinite_prod,fudge,Name an example of a candy: ___,-12.3125,-12.3125
657,google/gemma-3-12b-it,candy,en,indefinite_prod,gum,Name an example of a candy: ___,-8.4375,-8.4375
658,google/gemma-3-12b-it,candy,en,indefinite_prod,gumball,Name an example of a candy: ___,-12.46142578125,-6.230712890625
659,google/gemma-3-12b-it,candy,en,indefinite_prod,gumdrop,Name an example of a candy: ___,-13.9375,-6.96875
660,google/gemma-3-12b-it,candy,en,indefinite_prod,jelly bean,Name an example of a candy: ___,-14.71875,-7.359375
661,google/gemma-3-12b-it,candy,en,indefinite_prod,licorice,Name an example of a candy: ___,-11.625002980232239,-5.812501490116119
662,google/gemma-3-12b-it,candy,en,indefinite_prod,lollipop,Name an example of a candy: ___,-8.1875,-8.1875
663,google/gemma-3-12b-it,candy,en,indefinite_prod,marshmallow,Name an example of a candy: ___,-12.75,-12.75
664,google/gemma-3-12b-it,candy,en,indefinite_prod,peppermint,Name an example of a candy: ___,-12.0,-12.0
665,google/gemma-3-12b-it,candy,en,indefinite_prod,taffy,Name an example of a candy: ___,-12.752975463867188,-6.376487731933594
666,google/gemma-3-12b-it,clothing,en,generic,blouse,One example of a clothing is ___.,-14.4375,-14.4375
667,google/gemma-3-12b-it,clothing,en,generic,cloak,One example of a clothing is ___.,-20.875,-20.875
668,google/gemma-3-12b-it,clothing,en,generic,coat,One example of a clothing is ___.,-16.375,-16.375
669,google/gemma-3-12b-it,clothing,en,generic,dress,One example of a clothing is ___.,-13.25,-13.25
670,google/gemma-3-12b-it,clothing,en,generic,glove,One example of a clothing is ___.,-23.875,-23.875
671,google/gemma-3-12b-it,clothing,en,generic,jacket,One example of a clothing is ___.,-15.1875,-15.1875
672,google/gemma-3-12b-it,clothing,en,generic,raincoat,One example of a clothing is ___.,-20.0,-20.0
673,google/gemma-3-12b-it,clothing,en,generic,shawl,One example of a clothing is ___.,-19.125,-19.125
674,google/gemma-3-12b-it,clothing,en,generic,shirt,One example of a clothing is ___.,-12.4375,-12.4375
675,google/gemma-3-12b-it,clothing,en,generic,skirt,One example of a clothing is ___.,-16.875,-16.875
676,google/gemma-3-12b-it,clothing,en,generic,sock,One example of a clothing is ___.,-20.875,-20.875
677,google/gemma-3-12b-it,clothing,en,generic,sweater,One example of a clothing is ___.,-15.625,-15.625
678,google/gemma-3-12b-it,clothing,en,generic,belt,One example of a clothing is ___.,-20.25,-20.25
679,google/gemma-3-12b-it,clothing,en,generic,boot,One example of a clothing is ___.,-23.125,-23.125
680,google/gemma-3-12b-it,clothing,en,generic,bracelet,One example of a clothing is ___.,-19.625,-19.625
681,google/gemma-3-12b-it,clothing,en,generic,hat,One example of a clothing is ___.,-15.9375,-15.9375
682,google/gemma-3-12b-it,clothing,en,generic,headband,One example of a clothing is ___.,-21.875,-21.875
683,google/gemma-3-12b-it,clothing,en,generic,shoe,One example of a clothing is ___.,-17.75,-17.75
684,google/gemma-3-12b-it,clothing,en,generic,vest,One example of a clothing is ___.,-16.75,-16.75
685,google/gemma-3-12b-it,clothing,en,generic,apron,One example of a clothing is ___.,-20.5,-20.5
686,google/gemma-3-12b-it,clothing,en,generic,armor,One example of a clothing is ___.,-21.5,-21.5
687,google/gemma-3-12b-it,clothing,en,generic,bandanna,One example of a clothing is ___.,-26.34375,-13.171875
688,google/gemma-3-12b-it,clothing,en,generic,bathrobe,One example of a clothing is ___.,-24.25,-24.25
689,google/gemma-3-12b-it,clothing,en,generic,beanie,One example of a clothing is ___.,-21.25,-21.25
690,google/gemma-3-12b-it,clothing,en,generic,bikini,One example of a clothing is ___.,-21.625,-21.625
691,google/gemma-3-12b-it,clothing,en,generic,blazer,One example of a clothing is ___.,-22.625,-22.625
692,google/gemma-3-12b-it,clothing,en,generic,boa,One example of a clothing is ___.,-23.75,-23.75
693,google/gemma-3-12b-it,clothing,en,generic,bolo tie,One example of a clothing is ___.,-25.546875,-12.7734375
694,google/gemma-3-12b-it,clothing,en,generic,bonnet,One example of a clothing is ___.,-24.375,-24.375
695,google/gemma-3-12b-it,clothing,en,generic,bow,One example of a clothing is ___.,-21.125,-21.125
696,google/gemma-3-12b-it,clothing,en,generic,bowler hat,One example of a clothing is ___.,-27.16796875,-13.583984375
697,google/gemma-3-12b-it,clothing,en,generic,bowtie,One example of a clothing is ___.,-25.0,-25.0
698,google/gemma-3-12b-it,clothing,en,generic,boxer shorts,One example of a clothing is ___.,-24.79296875,-12.396484375
699,google/gemma-3-12b-it,clothing,en,generic,bra,One example of a clothing is ___.,-18.875,-18.875
700,google/gemma-3-12b-it,clothing,en,generic,bulletproof vest,One example of a clothing is ___.,-26.66015625,-8.88671875
701,google/gemma-3-12b-it,clothing,en,generic,cape,One example of a clothing is ___.,-20.0,-20.0
702,google/gemma-3-12b-it,clothing,en,generic,cardigan,One example of a clothing is ___.,-17.625,-17.625
703,google/gemma-3-12b-it,clothing,en,generic,chaps,One example of a clothing is ___.,-21.96875,-10.984375
704,google/gemma-3-12b-it,clothing,en,generic,clothes,One example of a clothing is ___.,-9.375,-9.375
705,google/gemma-3-12b-it,clothing,en,generic,corset,One example of a clothing is ___.,-22.0,-22.0
706,google/gemma-3-12b-it,clothing,en,generic,costume,One example of a clothing is ___.,-20.75,-20.75
707,google/gemma-3-12b-it,clothing,en,generic,coverall,One example of a clothing is ___.,-22.671875,-11.3359375
708,google/gemma-3-12b-it,clothing,en,generic,crown,One example of a clothing is ___.,-19.5,-19.5
709,google/gemma-3-12b-it,clothing,en,generic,cummerbund,One example of a clothing is ___.,-24.62615203857422,-8.208717346191406
710,google/gemma-3-12b-it,clothing,en,generic,diaper,One example of a clothing is ___.,-24.375,-24.375
711,google/gemma-3-12b-it,clothing,en,generic,eye patch,One example of a clothing is ___.,-24.71875,-12.359375
712,google/gemma-3-12b-it,clothing,en,generic,fishnet stockings,One example of a clothing is ___.,-15.60888671875,-5.202962239583333
713,google/gemma-3-12b-it,clothing,en,generic,flip-flop,One example of a clothing is ___.,-26.9384765625,-8.9794921875
714,google/gemma-3-12b-it,clothing,en,generic,fur coat,One example of a clothing is ___.,-21.01171875,-10.505859375
715,google/gemma-3-12b-it,clothing,en,generic,garter,One example of a clothing is ___.,-19.5078125,-9.75390625
716,google/gemma-3-12b-it,clothing,en,generic,headdress,One example of a clothing is ___.,-25.34375,-12.671875
717,google/gemma-3-12b-it,clothing,en,generic,headscarf,One example of a clothing is ___.,-20.059326171875,-6.686442057291667
718,google/gemma-3-12b-it,clothing,en,generic,hoodie,One example of a clothing is ___.,-19.75,-19.75
719,google/gemma-3-12b-it,clothing,en,generic,jeans,One example of a clothing is ___.,-12.875,-12.875
720,google/gemma-3-12b-it,clothing,en,generic,jersey,One example of a clothing is ___.,-18.625,-18.625
721,google/gemma-3-12b-it,clothing,en,generic,jumpsuit,One example of a clothing is ___.,-19.0,-19.0
722,google/gemma-3-12b-it,clothing,en,generic,kilt,One example of a clothing is ___.,-21.8125,-10.90625
723,google/gemma-3-12b-it,clothing,en,generic,kimono,One example of a clothing is ___.,-20.125,-20.125
724,google/gemma-3-12b-it,clothing,en,generic,lab coat,One example of a clothing is ___.,-23.937255859375,-11.9686279296875
725,google/gemma-3-12b-it,clothing,en,generic,leggings,One example of a clothing is ___.,-17.5,-17.5
726,google/gemma-3-12b-it,clothing,en,generic,leotard,One example of a clothing is ___.,-22.640625,-11.3203125
727,google/gemma-3-12b-it,clothing,en,generic,life jacket,One example of a clothing is ___.,-20.9609375,-10.48046875
728,google/gemma-3-12b-it,clothing,en,generic,lingerie,One example of a clothing is ___.,-19.75,-19.75
729,google/gemma-3-12b-it,clothing,en,generic,loincloth,One example of a clothing is ___.,-23.25531005859375,-11.627655029296875
730,google/gemma-3-12b-it,clothing,en,generic,mitten,One example of a clothing is ___.,-27.25,-27.25
731,google/gemma-3-12b-it,clothing,en,generic,moccasin,One example of a clothing is ___.,-26.06359100341797,-8.68786366780599
732,google/gemma-3-12b-it,clothing,en,generic,muff,One example of a clothing is ___.,-24.0,-24.0
733,google/gemma-3-12b-it,clothing,en,generic,nightshirt,One example of a clothing is ___.,-29.8125,-14.90625
734,google/gemma-3-12b-it,clothing,en,generic,outfit,One example of a clothing is ___.,-17.625,-17.625
735,google/gemma-3-12b-it,clothing,en,generic,overalls,One example of a clothing is ___.,-20.375,-20.375
736,google/gemma-3-12b-it,clothing,en,generic,pajamas,One example of a clothing is ___.,-18.125,-18.125
737,google/gemma-3-12b-it,clothing,en,generic,panties,One example of a clothing is ___.,-21.0,-21.0
738,google/gemma-3-12b-it,clothing,en,generic,pants,One example of a clothing is ___.,-13.75,-13.75
739,google/gemma-3-12b-it,clothing,en,generic,pantsuit,One example of a clothing is ___.,-29.125,-14.5625
740,google/gemma-3-12b-it,clothing,en,generic,pantyhose,One example of a clothing is ___.,-26.373046875,-8.791015625
741,google/gemma-3-12b-it,clothing,en,generic,polo shirt,One example of a clothing is ___.,-21.5791015625,-10.78955078125
742,google/gemma-3-12b-it,clothing,en,generic,robe,One example of a clothing is ___.,-22.0,-22.0
743,google/gemma-3-12b-it,clothing,en,generic,sandal,One example of a clothing is ___.,-21.875,-21.875
744,google/gemma-3-12b-it,clothing,en,generic,scarf,One example of a clothing is ___.,-18.75,-18.75
745,google/gemma-3-12b-it,clothing,en,generic,shorts,One example of a clothing is ___.,-15.0625,-15.0625
746,google/gemma-3-12b-it,clothing,en,generic,ski boots,One example of a clothing is ___.,-27.1875,-13.59375
747,google/gemma-3-12b-it,clothing,en,generic,slipper,One example of a clothing is ___.,-21.625,-21.625
748,google/gemma-3-12b-it,clothing,en,generic,snowshoe,One example of a clothing is ___.,-29.0625,-14.53125
749,google/gemma-3-12b-it,clothing,en,generic,snowsuit,One example of a clothing is ___.,-23.28125,-11.640625
750,google/gemma-3-12b-it,clothing,en,generic,sombrero,One example of a clothing is ___.,-23.0,-23.0
751,google/gemma-3-12b-it,clothing,en,generic,spacesuit,One example of a clothing is ___.,-21.625,-10.8125
752,google/gemma-3-12b-it,clothing,en,generic,stiletto,One example of a clothing is ___.,-23.16015625,-11.580078125
753,google/gemma-3-12b-it,clothing,en,generic,stockings,One example of a clothing is ___.,-20.25,-20.25
754,google/gemma-3-12b-it,clothing,en,generic,straightjacket,One example of a clothing is ___.,-32.4375,-16.21875
755,google/gemma-3-12b-it,clothing,en,generic,suit,One example of a clothing is ___.,-20.125,-20.125
756,google/gemma-3-12b-it,clothing,en,generic,suspenders,One example of a clothing is ___.,-23.142578125,-11.5712890625
757,google/gemma-3-12b-it,clothing,en,generic,sweatsuit,One example of a clothing is ___.,-23.78125,-11.890625
758,google/gemma-3-12b-it,clothing,en,generic,swimsuit,One example of a clothing is ___.,-20.875,-20.875
759,google/gemma-3-12b-it,clothing,en,generic,t-shirt,One example of a clothing is ___.,-13.41314697265625,-4.471048990885417
760,google/gemma-3-12b-it,clothing,en,generic,tiara,One example of a clothing is ___.,-18.33203125,-9.166015625
761,google/gemma-3-12b-it,clothing,en,generic,tie,One example of a clothing is ___.,-19.625,-19.625
762,google/gemma-3-12b-it,clothing,en,generic,toga,One example of a clothing is ___.,-23.25,-23.25
763,google/gemma-3-12b-it,clothing,en,generic,top hat,One example of a clothing is ___.,-26.3125,-13.15625
764,google/gemma-3-12b-it,clothing,en,generic,tube top,One example of a clothing is ___.,-23.951171875,-11.9755859375
765,google/gemma-3-12b-it,clothing,en,generic,turban,One example of a clothing is ___.,-23.75,-23.75
766,google/gemma-3-12b-it,clothing,en,generic,turtleneck,One example of a clothing is ___.,-22.875,-22.875
767,google/gemma-3-12b-it,clothing,en,generic,tuxedo,One example of a clothing is ___.,-24.375,-24.375
768,google/gemma-3-12b-it,clothing,en,generic,undershirt,One example of a clothing is ___.,-19.664077758789062,-6.5546925862630205
769,google/gemma-3-12b-it,clothing,en,generic,underwear,One example of a clothing is ___.,-16.5,-16.5
770,google/gemma-3-12b-it,clothing,en,generic,uniform,One example of a clothing is ___.,-19.0,-19.0
771,google/gemma-3-12b-it,clothing,en,generic,veil,One example of a clothing is ___.,-23.0,-23.0
772,google/gemma-3-12b-it,clothing,en,generic,visor,One example of a clothing is ___.,-27.125,-27.125
773,google/gemma-3-12b-it,clothing,en,generic,wetsuit,One example of a clothing is ___.,-24.275146484375,-12.1375732421875
774,google/gemma-3-12b-it,clothing,en,indefinite_prod,blouse,Name an example of a clothing: ___,-6.625,-6.625
775,google/gemma-3-12b-it,clothing,en,indefinite_prod,cloak,Name an example of a clothing: ___,-11.75,-11.75
776,google/gemma-3-12b-it,clothing,en,indefinite_prod,coat,Name an example of a clothing: ___,-6.6875,-6.6875
777,google/gemma-3-12b-it,clothing,en,indefinite_prod,dress,Name an example of a clothing: ___,-3.6875,-3.6875
778,google/gemma-3-12b-it,clothing,en,indefinite_prod,glove,Name an example of a clothing: ___,-14.1875,-14.1875
779,google/gemma-3-12b-it,clothing,en,indefinite_prod,jacket,Name an example of a clothing: ___,-5.625,-5.625
780,google/gemma-3-12b-it,clothing,en,indefinite_prod,raincoat,Name an example of a clothing: ___,-10.8125,-10.8125
781,google/gemma-3-12b-it,clothing,en,indefinite_prod,shawl,Name an example of a clothing: ___,-10.625,-10.625
782,google/gemma-3-12b-it,clothing,en,indefinite_prod,shirt,Name an example of a clothing: ___,-3.9375,-3.9375
783,google/gemma-3-12b-it,clothing,en,indefinite_prod,skirt,Name an example of a clothing: ___,-5.75,-5.75
784,google/gemma-3-12b-it,clothing,en,indefinite_prod,sock,Name an example of a clothing: ___,-10.1875,-10.1875
785,google/gemma-3-12b-it,clothing,en,indefinite_prod,sweater,Name an example of a clothing: ___,-5.0625,-5.0625
786,google/gemma-3-12b-it,clothing,en,indefinite_prod,belt,Name an example of a clothing: ___,-8.3125,-8.3125
787,google/gemma-3-12b-it,clothing,en,indefinite_prod,boot,Name an example of a clothing: ___,-11.5,-11.5
788,google/gemma-3-12b-it,clothing,en,indefinite_prod,bracelet,Name an example of a clothing: ___,-12.4375,-12.4375
789,google/gemma-3-12b-it,clothing,en,indefinite_prod,hat,Name an example of a clothing: ___,-7.5625,-7.5625
790,google/gemma-3-12b-it,clothing,en,indefinite_prod,headband,Name an example of a clothing: ___,-13.375,-13.375
791,google/gemma-3-12b-it,clothing,en,indefinite_prod,shoe,Name an example of a clothing: ___,-10.25,-10.25
792,google/gemma-3-12b-it,clothing,en,indefinite_prod,vest,Name an example of a clothing: ___,-9.3125,-9.3125
793,google/gemma-3-12b-it,clothing,en,indefinite_prod,apron,Name an example of a clothing: ___,-12.875,-12.875
794,google/gemma-3-12b-it,clothing,en,indefinite_prod,armor,Name an example of a clothing: ___,-17.375,-17.375
795,google/gemma-3-12b-it,clothing,en,indefinite_prod,bandanna,Name an example of a clothing: ___,-17.9375,-8.96875
796,google/gemma-3-12b-it,clothing,en,indefinite_prod,bathrobe,Name an example of a clothing: ___,-13.625,-13.625
797,google/gemma-3-12b-it,clothing,en,indefinite_prod,beanie,Name an example of a clothing: ___,-11.25,-11.25
798,google/gemma-3-12b-it,clothing,en,indefinite_prod,bikini,Name an example of a clothing: ___,-13.25,-13.25
799,google/gemma-3-12b-it,clothing,en,indefinite_prod,blazer,Name an example of a clothing: ___,-8.25,-8.25
800,google/gemma-3-12b-it,clothing,en,indefinite_prod,boa,Name an example of a clothing: ___,-14.75,-14.75
801,google/gemma-3-12b-it,clothing,en,indefinite_prod,bolo tie,Name an example of a clothing: ___,-17.0927734375,-8.54638671875
802,google/gemma-3-12b-it,clothing,en,indefinite_prod,bonnet,Name an example of a clothing: ___,-13.75,-13.75
803,google/gemma-3-12b-it,clothing,en,indefinite_prod,bow,Name an example of a clothing: ___,-14.0625,-14.0625
804,google/gemma-3-12b-it,clothing,en,indefinite_prod,bowler hat,Name an example of a clothing: ___,-15.72412109375,-7.862060546875
805,google/gemma-3-12b-it,clothing,en,indefinite_prod,bowtie,Name an example of a clothing: ___,-17.25,-17.25
806,google/gemma-3-12b-it,clothing,en,indefinite_prod,boxer shorts,Name an example of a clothing: ___,-14.216796875,-7.1083984375
807,google/gemma-3-12b-it,clothing,en,indefinite_prod,bra,Name an example of a clothing: ___,-12.5625,-12.5625
808,google/gemma-3-12b-it,clothing,en,indefinite_prod,bulletproof vest,Name an example of a clothing: ___,-18.9365234375,-6.312174479166667
809,google/gemma-3-12b-it,clothing,en,indefinite_prod,cape,Name an example of a clothing: ___,-12.3125,-12.3125
810,google/gemma-3-12b-it,clothing,en,indefinite_prod,cardigan,Name an example of a clothing: ___,-8.1875,-8.1875
811,google/gemma-3-12b-it,clothing,en,indefinite_prod,chaps,Name an example of a clothing: ___,-16.296875,-8.1484375
812,google/gemma-3-12b-it,clothing,en,indefinite_prod,clothes,Name an example of a clothing: ___,-8.6875,-8.6875
813,google/gemma-3-12b-it,clothing,en,indefinite_prod,corset,Name an example of a clothing: ___,-13.0625,-13.0625
814,google/gemma-3-12b-it,clothing,en,indefinite_prod,costume,Name an example of a clothing: ___,-13.4375,-13.4375
815,google/gemma-3-12b-it,clothing,en,indefinite_prod,coverall,Name an example of a clothing: ___,-16.9140625,-8.45703125
816,google/gemma-3-12b-it,clothing,en,indefinite_prod,crown,Name an example of a clothing: ___,-14.625,-14.625
817,google/gemma-3-12b-it,clothing,en,indefinite_prod,cummerbund,Name an example of a clothing: ___,-16.00299835205078,-5.334332784016927
818,google/gemma-3-12b-it,clothing,en,indefinite_prod,diaper,Name an example of a clothing: ___,-16.125,-16.125
819,google/gemma-3-12b-it,clothing,en,indefinite_prod,eye patch,Name an example of a clothing: ___,-19.90625,-9.953125
820,google/gemma-3-12b-it,clothing,en,indefinite_prod,fishnet stockings,Name an example of a clothing: ___,-16.6298828125,-5.543294270833333
821,google/gemma-3-12b-it,clothing,en,indefinite_prod,flip-flop,Name an example of a clothing: ___,-18.353515625,-6.117838541666667
822,google/gemma-3-12b-it,clothing,en,indefinite_prod,fur coat,Name an example of a clothing: ___,-11.607421875,-5.8037109375
823,google/gemma-3-12b-it,clothing,en,indefinite_prod,garter,Name an example of a clothing: ___,-16.98828125,-8.494140625
824,google/gemma-3-12b-it,clothing,en,indefinite_prod,headdress,Name an example of a clothing: ___,-16.671875,-8.3359375
825,google/gemma-3-12b-it,clothing,en,indefinite_prod,headscarf,Name an example of a clothing: ___,-15.334930419921875,-5.111643473307292
826,google/gemma-3-12b-it,clothing,en,indefinite_prod,hoodie,Name an example of a clothing: ___,-8.25,-8.25
827,google/gemma-3-12b-it,clothing,en,indefinite_prod,jeans,Name an example of a clothing: ___,-5.0,-5.0
828,google/gemma-3-12b-it,clothing,en,indefinite_prod,jersey,Name an example of a clothing: ___,-11.25,-11.25
829,google/gemma-3-12b-it,clothing,en,indefinite_prod,jumpsuit,Name an example of a clothing: ___,-9.125,-9.125
830,google/gemma-3-12b-it,clothing,en,indefinite_prod,kilt,Name an example of a clothing: ___,-14.087890625,-7.0439453125
831,google/gemma-3-12b-it,clothing,en,indefinite_prod,kimono,Name an example of a clothing: ___,-12.5625,-12.5625
832,google/gemma-3-12b-it,clothing,en,indefinite_prod,lab coat,Name an example of a clothing: ___,-16.8963623046875,-8.44818115234375
833,google/gemma-3-12b-it,clothing,en,indefinite_prod,leggings,Name an example of a clothing: ___,-10.625,-10.625
834,google/gemma-3-12b-it,clothing,en,indefinite_prod,leotard,Name an example of a clothing: ___,-15.078125,-7.5390625
835,google/gemma-3-12b-it,clothing,en,indefinite_prod,life jacket,Name an example of a clothing: ___,-16.615234375,-8.3076171875
836,google/gemma-3-12b-it,clothing,en,indefinite_prod,lingerie,Name an example of a clothing: ___,-14.4375,-14.4375
837,google/gemma-3-12b-it,clothing,en,indefinite_prod,loincloth,Name an example of a clothing: ___,-15.63446044921875,-7.817230224609375
838,google/gemma-3-12b-it,clothing,en,indefinite_prod,mitten,Name an example of a clothing: ___,-15.375,-15.375
839,google/gemma-3-12b-it,clothing,en,indefinite_prod,moccasin,Name an example of a clothing: ___,-18.502273559570312,-6.1674245198567705
840,google/gemma-3-12b-it,clothing,en,indefinite_prod,muff,Name an example of a clothing: ___,-17.5,-17.5
841,google/gemma-3-12b-it,clothing,en,indefinite_prod,nightshirt,Name an example of a clothing: ___,-20.0625,-10.03125
842,google/gemma-3-12b-it,clothing,en,indefinite_prod,outfit,Name an example of a clothing: ___,-9.625,-9.625
843,google/gemma-3-12b-it,clothing,en,indefinite_prod,overalls,Name an example of a clothing: ___,-11.625,-11.625
844,google/gemma-3-12b-it,clothing,en,indefinite_prod,pajamas,Name an example of a clothing: ___,-12.1875,-12.1875
845,google/gemma-3-12b-it,clothing,en,indefinite_prod,panties,Name an example of a clothing: ___,-14.8125,-14.8125
846,google/gemma-3-12b-it,clothing,en,indefinite_prod,pants,Name an example of a clothing: ___,-5.625,-5.625
847,google/gemma-3-12b-it,clothing,en,indefinite_prod,pantsuit,Name an example of a clothing: ___,-20.75,-10.375
848,google/gemma-3-12b-it,clothing,en,indefinite_prod,pantyhose,Name an example of a clothing: ___,-15.13671875,-5.045572916666667
849,google/gemma-3-12b-it,clothing,en,indefinite_prod,polo shirt,Name an example of a clothing: ___,-10.20751953125,-5.103759765625
850,google/gemma-3-12b-it,clothing,en,indefinite_prod,robe,Name an example of a clothing: ___,-12.8125,-12.8125
851,google/gemma-3-12b-it,clothing,en,indefinite_prod,sandal,Name an example of a clothing: ___,-12.6875,-12.6875
852,google/gemma-3-12b-it,clothing,en,indefinite_prod,scarf,Name an example of a clothing: ___,-8.9375,-8.9375
853,google/gemma-3-12b-it,clothing,en,indefinite_prod,shorts,Name an example of a clothing: ___,-6.125,-6.125
854,google/gemma-3-12b-it,clothing,en,indefinite_prod,ski boots,Name an example of a clothing: ___,-17.125,-8.5625
855,google/gemma-3-12b-it,clothing,en,indefinite_prod,slipper,Name an example of a clothing: ___,-13.75,-13.75
856,google/gemma-3-12b-it,clothing,en,indefinite_prod,snowshoe,Name an example of a clothing: ___,-22.6875,-11.34375
857,google/gemma-3-12b-it,clothing,en,indefinite_prod,snowsuit,Name an example of a clothing: ___,-16.453125,-8.2265625
858,google/gemma-3-12b-it,clothing,en,indefinite_prod,sombrero,Name an example of a clothing: ___,-15.25,-15.25
859,google/gemma-3-12b-it,clothing,en,indefinite_prod,spacesuit,Name an example of a clothing: ___,-18.2698974609375,-9.13494873046875
860,google/gemma-3-12b-it,clothing,en,indefinite_prod,stiletto,Name an example of a clothing: ___,-16.87109375,-8.435546875
861,google/gemma-3-12b-it,clothing,en,indefinite_prod,stockings,Name an example of a clothing: ___,-11.3125,-11.3125
862,google/gemma-3-12b-it,clothing,en,indefinite_prod,straightjacket,Name an example of a clothing: ___,-25.3125,-12.65625
863,google/gemma-3-12b-it,clothing,en,indefinite_prod,suit,Name an example of a clothing: ___,-9.4375,-9.4375
864,google/gemma-3-12b-it,clothing,en,indefinite_prod,suspenders,Name an example of a clothing: ___,-14.7041015625,-7.35205078125
865,google/gemma-3-12b-it,clothing,en,indefinite_prod,sweatsuit,Name an example of a clothing: ___,-13.21875,-6.609375
866,google/gemma-3-12b-it,clothing,en,indefinite_prod,swimsuit,Name an example of a clothing: ___,-10.875,-10.875
867,google/gemma-3-12b-it,clothing,en,indefinite_prod,t-shirt,Name an example of a clothing: ___,-7.514556884765625,-2.504852294921875
868,google/gemma-3-12b-it,clothing,en,indefinite_prod,tiara,Name an example of a clothing: ___,-13.482421875,-6.7412109375
869,google/gemma-3-12b-it,clothing,en,indefinite_prod,tie,Name an example of a clothing: ___,-10.5625,-10.5625
870,google/gemma-3-12b-it,clothing,en,indefinite_prod,toga,Name an example of a clothing: ___,-13.625,-13.625
871,google/gemma-3-12b-it,clothing,en,indefinite_prod,top hat,Name an example of a clothing: ___,-19.3125,-9.65625
872,google/gemma-3-12b-it,clothing,en,indefinite_prod,tube top,Name an example of a clothing: ___,-15.36767578125,-7.683837890625
873,google/gemma-3-12b-it,clothing,en,indefinite_prod,turban,Name an example of a clothing: ___,-14.9375,-14.9375
874,google/gemma-3-12b-it,clothing,en,indefinite_prod,turtleneck,Name an example of a clothing: ___,-12.25,-12.25
875,google/gemma-3-12b-it,clothing,en,indefinite_prod,tuxedo,Name an example of a clothing: ___,-12.0625,-12.0625
876,google/gemma-3-12b-it,clothing,en,indefinite_prod,undershirt,Name an example of a clothing: ___,-12.166313171386719,-4.055437723795573
877,google/gemma-3-12b-it,clothing,en,indefinite_prod,underwear,Name an example of a clothing: ___,-12.125,-12.125
878,google/gemma-3-12b-it,clothing,en,indefinite_prod,uniform,Name an example of a clothing: ___,-12.25,-12.25
879,google/gemma-3-12b-it,clothing,en,indefinite_prod,veil,Name an example of a clothing: ___,-15.375,-15.375
880,google/gemma-3-12b-it,clothing,en,indefinite_prod,visor,Name an example of a clothing: ___,-18.25,-18.25
881,google/gemma-3-12b-it,clothing,en,indefinite_prod,wetsuit,Name an example of a clothing: ___,-16.633056640625,-8.3165283203125
882,google/gemma-3-12b-it,clothing accessory,en,generic,handkerchief,One example of a clothing accessory is ___.,-18.375,-18.375
883,google/gemma-3-12b-it,clothing accessory,en,generic,bandanna,One example of a clothing accessory is ___.,-26.28125,-13.140625
884,google/gemma-3-12b-it,clothing accessory,en,generic,belt,One example of a clothing accessory is ___.,-17.25,-17.25
885,google/gemma-3-12b-it,clothing accessory,en,generic,belt buckle,One example of a clothing accessory is ___.,-29.5,-14.75
886,google/gemma-3-12b-it,clothing accessory,en,generic,boa,One example of a clothing accessory is ___.,-23.5,-23.5
887,google/gemma-3-12b-it,clothing accessory,en,generic,bolo tie,One example of a clothing accessory is ___.,-25.4453125,-12.72265625
888,google/gemma-3-12b-it,clothing accessory,en,generic,bonnet,One example of a clothing accessory is ___.,-22.875,-22.875
889,google/gemma-3-12b-it,clothing accessory,en,generic,bow,One example of a clothing accessory is ___.,-19.75,-19.75
890,google/gemma-3-12b-it,clothing accessory,en,generic,bowtie,One example of a clothing accessory is ___.,-24.0,-24.0
