,concept,spanish,spanish_to_eng,german,german_to_eng,english,typ_es,typ_de,typ_en
426,body part,Cabeza,head,,,,1.0,,
427,body part,Corazón,heart,,,,0.7266666666666667,,
428,body part,Talón,heel,,,,0.6,,
429,body part,Húmero,humerus,,,,0.32666666666666666,,
430,body part,Incisivo,incisor,,,,0.3,,
431,body part,Intestino,intestine,,,,0.44,,
432,body part,Articulaciones,joints,,,,0.39999999999999997,,
433,body part,Riñón,kidney,,,,0.54,,
434,body part,Rótula,kneecap,,,,0.41333333333333333,,
435,body part,Laringe,larynx,,,,0.3933333333333333,,
436,body part,Labio,lip,,,,0.8466666666666667,,
437,body part,Hígado,liver,,,,0.5266666666666667,,
438,body part,Pulmón,lung,,,,0.56,,
439,body part,Muela,molar,,,,0.48666666666666664,,
440,body part,Bigote,moustache,,,,0.45333333333333337,,
441,body part,Músculo,muscle,,,,0.6,,
442,body part,Uña,nail,,,,0.6333333333333333,,
443,body part,Nuca,nape,,,,0.6866666666666666,,
444,body part,Esófago,oesophagus,,,,0.30666666666666664,,
445,body part,Ovario,ovary,,,,0.38666666666666666,,
446,body part,Pancreas,pancreas,,,,0.35333333333333333,,
447,body part,Pelvis,pelvis,,,,0.5,,
448,body part,Pene,penis,,,,0.7266666666666667,,
449,body part,Falange,phalange,,,,0.2733333333333334,,
450,body part,Faringe,pharynx,,,,0.34,,
451,body part,Radio,radius,,,,0.3133333333333333,,
452,body part,Costilla,rib,,,,0.6533333333333333,,
453,body part,Omóplato,shoulder blade,,,,0.41333333333333333,,
454,body part,Tendón,tendon,,,,0.3933333333333333,,
455,body part,Testículo,testicle,,,,0.5466666666666667,,
456,body part,Muslo,thigh,,,,0.7333333333333334,,
457,body part,Tórax,thorax,,,,0.5866666666666666,,
458,body part,Tibia,tibia,,,,0.4266666666666667,,
459,body part,Triceps,triceps,,,,0.3933333333333333,,
460,body part,Tronco,trunk,,,,0.7066666666666667,,
461,body part,Vagina,vagina,,,,0.5266666666666667,,
462,body part,Vena,vein,,,,0.41333333333333333,,
463,body part,Cintura,waist,,,,0.7000000000000001,,
464,breakfast food,,,,,bacon,,,0.7464096749811036
465,breakfast food,,,,,bagel,,,0.6707317073170732
466,breakfast food,,,,,bread,,,0.4664115646258503
467,breakfast food,,,,,breakfast,,,0.5636974789915966
468,breakfast food,,,,,cereal,,,0.8239795918367346
469,breakfast food,,,,,cream cheese,,,0.3579277864992151
470,breakfast food,,,,,crepe,,,0.33855981416957015
471,breakfast food,,,,,croissant,,,0.5097402597402597
472,breakfast food,,,,,donut,,,0.5685504971219257
473,breakfast food,,,,,egg,,,0.8717532467532468
474,breakfast food,,,,,french fries,,,0.13472706155632982
475,breakfast food,,,,,granola,,,0.47504302925989667
476,breakfast food,,,,,grits,,,0.39894378804153235
477,breakfast food,,,,,ham,,,0.3741496598639456
478,breakfast food,,,,,hamburger,,,0.11904761904761897
479,breakfast food,,,,,hash,,,0.36144578313253006
480,breakfast food,,,,,honey,,,0.25083056478405313
481,breakfast food,,,,,jam,,,0.43023255813953487
482,breakfast food,,,,,maple syrup,,,0.41279207335107954
483,breakfast food,,,,,marmalade,,,0.2317616701853154
484,breakfast food,,,,,muffin,,,0.590898428336852
485,breakfast food,,,,,oatmeal,,,0.7574750830564784
486,breakfast food,,,,,omelet,,,0.7400388726919339
487,breakfast food,,,,,pancake,,,0.8177339901477833
488,breakfast food,,,,,pastry,,,0.4355421180818006
489,breakfast food,,,,,peanut butter,,,0.2358003442340792
490,breakfast food,,,,,roll,,,0.26643990929705214
491,breakfast food,,,,,sandwich,,,0.32222222222222213
492,breakfast food,,,,,sausage,,,0.6198034769463341
493,breakfast food,,,,,scone,,,0.35350692000938294
494,breakfast food,,,,,scrambled egg,,,0.8333171363783608
495,breakfast food,,,,,syrup,,,0.42517006802721097
496,breakfast food,,,,,toast,,,0.7599999999999999
497,breakfast food,,,,,waffle,,,0.7264836969270467
498,breakfast food,,,,,yogurt,,,0.4703369719981015
499,candy,,,,,candy,,,0.8604269293924467
500,candy,,,,,candy bar,,,0.8237547892720307
501,candy,,,,,candy cane,,,0.4894137430253
502,candy,,,,,caramel,,,0.45789350222847747
503,candy,,,,,chocolate,,,0.7959993521218012
504,candy,,,,,cotton candy,,,0.40174271955973395
505,candy,,,,,fudge,,,0.35714285714285715
506,candy,,,,,gum,,,0.3614163614163614
507,candy,,,,,gumball,,,0.4249381570810142
508,candy,,,,,gumdrop,,,0.3727422003284072
509,candy,,,,,jelly bean,,,0.6143380429094715
510,candy,,,,,licorice,,,0.39669356114538834
511,candy,,,,,lollipop,,,0.7308970099667774
512,candy,,,,,marshmallow,,,0.17582417582417578
513,candy,,,,,peppermint,,,0.3226324237560192
514,candy,,,,,taffy,,,0.4152823920265781
515,clothing,,,,,apron,,,0.49274376417233556
516,clothing,,,,,armor,,,0.14157303370786514
517,clothing,,,,,bandanna,,,0.39888682745825604
518,clothing,Albornoz,bathrobe,,,bathrobe,0.3333333333333333,,0.5888991960420533
519,clothing,,,,,beanie,,,0.46440436639772187
520,clothing,Cinturón,belt,,,belt,0.36000000000000004,,0.5910457206138269
521,clothing,Biquini,bikini,Bikini,bikini,bikini,0.4066666666666667,0.7166666666666667,0.5043731778425656
522,clothing,,,Blazer,blazer,blazer,,0.7916666666666666,0.6945843272373884
523,clothing,Blusa,blouse,Bluse,blouse,blouse,0.7933333333333333,0.9166666666666666,0.8165784832451498
524,clothing,,,,,boa,,,0.19687875150060025
525,clothing,,,,,bolo tie,,,0.2776886035313001
526,clothing,,,,,bonnet,,,0.31372549019607837
527,clothing,Bota,boot,,,boot,0.4066666666666667,,0.5338225177711534
528,clothing,,,,,bow,,,0.3387755102040816
529,clothing,,,,,bowler hat,,,0.2686283815851921
530,clothing,,,,,bowtie,,,0.5050459744337294
531,clothing,,,,,boxer shorts,,,0.6822594206221814
532,clothing,Sujetado,bra,BH,bra,bra,0.5666666666666668,0.7416666666666667,0.703844328429046
533,clothing,Pulsera,bracelet,,,bracelet,0.053333333333333344,,0.28998576174655905
534,clothing,,,,,bulletproof vest,,,0.14045618247298913
535,clothing,,,,,cape,,,0.34945282460810406
536,clothing,Rebeca,cardigan,Strickjacke,cardigan,cardigan,0.7000000000000001,0.7916666666666666,0.6822157434402333
537,clothing,,,,,chaps,,,0.2685025817555937
538,clothing,Capa,cloak,Umhang,cloak,cloak,0.26666666666666666,0.29824561403508776,0.34108697242337793
539,clothing,,,,,clothes,,,0.8305434533363908
540,clothing,Abrigo,coat,Mantel,coat,coat,0.8333333333333334,0.9333333333333332,0.8526575465350975
541,clothing,Corsé,corset,Korsett,corset,corset,0.21999999999999997,0.375,0.3418157386411354
542,clothing,,,,,costume,,,0.464878086065887
543,clothing,,,,,coverall,,,0.5409822465571594
544,clothing,,,,,crown,,,0.12448979591836731
545,clothing,,,,,cummerbund,,,0.26785714285714285
546,clothing,,,,,diaper,,,0.1923746242683119
547,clothing,Vestido,dress,Kleid,dress,dress,0.9533333333333333,0.9333333333333332,0.8880715076728365
548,clothing,,,,,eye patch,,,0.1362072919055262
549,clothing,,,,,fishnet stockings,,,0.3170553935860058
550,clothing,Chancla,flip-flop,,,flip-flop,0.22666666666666666,,0.45095712703686114
551,clothing,,,Pelzmantel,fur coat,fur coat,,0.6083333333333333,0.4693877551020408
552,clothing,Liga,garter,,,garter,0.12666666666666668,,0.2647828362114076
553,clothing,Guante,glove,Handschuh,glove,glove,0.37999999999999995,0.6833333333333332,0.4888016745159602
554,clothing,Gorro,hat,,,hat,0.43333333333333335,,0.596684650871843
555,clothing,,,Stirnband,headband,headband,,0.36274509803921573,0.46250593260560036
556,clothing,,,,,headdress,,,0.24784853700516343
557,clothing,,,Kopftuch,headscarf,headscarf,,0.5083333333333333,0.4403002580342482
558,clothing,,,,,hoodie,,,0.8137365789689369
559,clothing,Chaqueta,jacket,Jacke,jacket,jacket,0.86,0.9500000000000001,0.8272567453947871
560,clothing,Tejano,jeans,Jeans,jeans,jeans,0.8733333333333334,0.9333333333333332,0.928631897203326
561,clothing,,,,,jersey,,,0.6837474120082815
562,clothing,,,,,jumpsuit,,,0.5471753918958887
563,clothing,,,,,kilt,,,0.36709498614260516
564,clothing,,,Kimono,kimono,kimono,,0.35964912280701755,0.33455313159746647
565,clothing,,,,,lab coat,,,0.41632653061224484
566,clothing,,,,,leggings,,,0.7465356512975561
567,clothing,Mallas,leotard,,,leotard,0.37999999999999995,,0.42696629213483145
568,clothing,,,,,life jacket,,,0.22211675367821543
569,clothing,,,,,lingerie,,,0.5986394557823129
570,clothing,,,,,loincloth,,,0.2781365710841298
571,clothing,Manoplas,mitten,Fäustlinge,mittens,mitten,0.28,0.5,0.4428247489471979
572,clothing,,,,,moccasin,,,0.2623555446274895
573,clothing,,,,,muff,,,0.25333333333333324
574,clothing,,,,,nightshirt,,,0.6133662256111235
575,clothing,,,,,outfit,,,0.6995598239295718
576,clothing,,,Schutzanzug,overalls,overalls,,0.2962962962962963,0.5672591617292078
577,clothing,,,,,pajamas,,,0.7583774250440917
578,clothing,,,,,panties,,,0.6461003005853504
579,clothing,Calzoncillos,pants,,,pants,0.6066666666666666,,0.9315797430083144
580,clothing,,,,,pantsuit,,,0.684513805522209
581,clothing,,,,,pantyhose,,,0.48550372529964364
582,clothing,Polo,polo shirt,Polo-Shirt,polo shirt,polo shirt,0.8533333333333334,0.7000000000000001,0.7895158063225288
583,clothing,Gabardina,raincoat,Regenjacke,raincoat,raincoat,0.6666666666666666,0.7833333333333333,0.5118047218887555
584,clothing,Bata,robe,,,robe,0.39999999999999997,,0.5747469719595156
585,clothing,Sandalia,sandals,,,sandal,0.32,,0.4761113747824711
586,clothing,Bufanda,scarf,Tuch,scarf,scarf,0.5266666666666667,0.5166666666666667,0.6496289424860855
587,clothing,Chal,shawl,Schal,shawl,shawl,0.355,0.7833333333333333,0.46770807088267397
588,clothing,Camisa,shirt,Hemd,shirt,shirt,0.9133333333333334,0.9333333333333332,0.9374462428649621
589,clothing,Zapato,shoes,,,shoe,0.45999999999999996,,0.6056794810947635
590,clothing,Shorts,shorts,Shorts,shorts,shorts,0.6333333333333333,0.7416666666666667,0.8419110172804753
591,clothing,,,,,ski boots,,,0.2838735494197679
592,clothing,Falda,skirt,Rock,skirt,skirt,0.9066666666666667,0.9083333333333333,0.8178552319804326
593,clothing,,,Pantolette,slippers,slipper,,0.3684210526315789,0.42154195011337864
594,clothing,,,,,snowshoe,,,0.1645766740431112
595,clothing,,,,,snowsuit,,,0.4071914480077745
596,clothing,Calcetines,socks,Socke,sock,sock,0.6533333333333333,0.9416666666666668,0.6980469607197718
597,clothing,,,,,sombrero,,,0.26194297943896655
598,clothing,,,,,spacesuit,,,0.13973589435774308
599,clothing,,,Stöckelschuh,stiletto ,stiletto,,0.28947368421052627,0.2558750773036487
600,clothing,,,Strumpf,stocking,stockings,,0.8250000000000001,0.5156462585034013
601,clothing,,,,,straightjacket,,,0.14669867947178866
602,clothing,Traje,suit,Anzug,suit,suit,0.9333333333333332,0.9333333333333332,0.7550280981958001
603,clothing,,,,,suspenders,,,0.38687733157779236
604,clothing,Sudadera,sweater,Pullover,sweater,sweater,0.9,0.9916666666666667,0.8818868206623308
605,clothing,,,,,sweatsuit,,,0.7347758380460618
606,clothing,Bañador,swimsuit,Badeanzug,swimsuit,swimsuit,0.45999999999999996,0.6416666666666667,0.5824536711236219
607,clothing,Camiseta,T-shirt,,,t-shirt,0.94,,0.8996134817563387
608,clothing,,,,,tiara,,,0.1538710722384191
609,clothing,Corbata,tie,Krawatte,tie,tie,0.43333333333333335,0.5833333333333334,0.5488721804511277
610,clothing,,,,,toga,,,0.26924022621096627
611,clothing,,,,,top hat,,,0.3457093680845832
612,clothing,,,,,tube top,,,0.5816326530612245
613,clothing,,,,,turban,,,0.29305813234384664
614,clothing,,,,,turtleneck,,,0.6397768096002446
615,clothing,,,,,tuxedo,,,0.5396825396825397
616,clothing,,,,,undershirt,,,0.7097752144335994
617,clothing,,,Unterwäsche,underwear,underwear,,0.85,0.8160544217687073
618,clothing,,,,,uniform,,,0.6610253857640618
619,clothing,,,,,veil,,,0.24537815126050413
620,clothing,Chaleco,vest,Unterhemd,vest,vest,0.5333333333333333,0.8250000000000001,0.6891488302638129
621,clothing,,,,,visor,,,0.2857924779107045
622,clothing,,,,,wetsuit,,,0.24387755102040812
623,clothing,Palestina/o,Palestinian scarf,,,,0.12,,
624,clothing,Botines,ankle boot,,,,0.24666666666666667,,
625,clothing,Tobillera,ankleband,,,,0.033333333333333326,,
626,clothing,Anorak,anorak,Anorak,anorak,,0.48,0.8666666666666667,
627,clothing,Bolso,bag,,,,0.26,,
628,clothing,Bolsa,bag,,,,0.06666666666666665,,
629,clothing,Pareo,beach wrap,,,,0.30666666666666664,,
630,clothing,Correa,belt,,,,0.16,,
631,clothing,Boina,beret,,,,0.19333333333333336,,
632,clothing,Bermudas,bermuda shorts,,,,0.42,,
633,clothing,Body,body stocking,,,,0.2933333333333333,,
634,clothing,Peúcos,bootees,,,,0.15333333333333332,,
635,clothing,Pajarita,bow tie,,,,0.10666666666666665,,
636,clothing,Tirantes,braces,Hosenträger,braces ,,0.2066666666666667,0.2916666666666667,
637,clothing,Botón,button,,,,0.10000000000000002,,
638,clothing,Gorra,cap,Mütze,cap,,0.44,0.8416666666666667,
639,clothing,Mono,dungarees,Latzhose,dungarees,,0.45999999999999996,0.7083333333333334,
640,clothing,Peto,dungrarees,,,,0.6133333333333333,,
641,clothing,Orejeras,earflaps,,,,0.12,,
642,clothing,Polar,fleece,,,,0.7466666666666667,,
643,clothing,Fular,foulard scarf,,,,0.34,,
644,clothing,Tanga,g-string,,,,0.43333333333333335,,
645,clothing,Faja,girdle,,,,0.26666666666666666,,
646,clothing,Diadema,hairband,Haarband,hairband,,0.14,0.19607843137254907,
647,clothing,Pañuelo,handkerchief,,,,0.24,,
648,clothing,Sombrero,hat,,,,0.2933333333333333,,
649,clothing,Cazadora,jacket,,,,0.8333333333333334,,
650,clothing,Americana,jacket,,,,0.5266666666666667,,
651,clothing,Jeans,jeans,,,,0.82,,
652,clothing,Suéter,jumper,,,,0.9266666666666666,,
653,clothing,Rodillera,kneeband,,,,0.04666666666666667,,
654,clothing,Chupa,leather jacket,Lederjacke,leather jacket,,0.48666666666666664,0.7083333333333334,
655,clothing,Minifalda,miniskirt,Minirock,miniskirt,,0.7466666666666667,0.6833333333333332,
656,clothing,Collares,necklaces,,,,0.12,,
657,clothing,Camisón,night-dress,,,,0.4666666666666666,,
658,clothing,Bragas,pants,,,,0.5733333333333334,,
659,clothing,Pichi,pinafore dress,,,,0.5,,
660,clothing,Poncho,poncho,,,,0.45999999999999996,,
661,clothing,Jersey,pullover,,,,0.9266666666666666,,
662,clothing,Pijama,pyjama,Schlafanzug,pyjamas,,0.6933333333333334,0.775,
663,clothing,Plumas,quilted anorak,,,,0.6933333333333334,,
664,clothing,plumífero,quilted anorak,,,,0.5866666666666666,,
665,clothing,Chubasquero,raincoat,,,,0.56,,
666,clothing,Impermeable,raincoat,,,,0.4466666666666667,,
667,clothing,Anillo,ring,,,,0.20000000000000004,,
668,clothing,Rokys,rokys,,,,0.16666666666666666,,
669,clothing,Chaquetón,short coat,,,,0.6466666666666666,,
670,clothing,Slips,slips,,,,0.54,,
671,clothing,Ejecutivos,sock,,,,0.20000000000000004,,
672,clothing,Chándal,sportsuit,,,,0.7733333333333333,,
673,clothing,Niqui,t-shirt,,,,0.8066666666666666,,
674,clothing,Frac,tailcoat,,,,0.35333333333333333,,
675,clothing,Medias,tights,Strumpfhose,tights,,0.4066666666666667,0.7666666666666666,
676,clothing,Panty,tights,,,,0.3933333333333333,,
677,clothing,Top,top,Top,top,,0.6466666666666666,0.5333333333333333,
678,clothing,Deportivas,trainers,,,,0.4666666666666666,,
679,clothing,Zapatilla,trainers,,,,0.43333333333333335,,
680,clothing,Pantaloon,trousers,Hose,trousers,,0.9533333333333333,1.0,
681,clothing,Calzones,underpants,Unterhose,underpants,,0.48,0.7916666666666666,
682,clothing,Reloj,watch,,,,0.08,,
683,clothing,Leotardo,woolen tights,,,,0.36000000000000004,,
684,clothing,Muñequera,wristband,,,,0.04666666666666667,,
685,clothing,,,Blouson,blouson,,,0.5916666666666667,
686,clothing,,,Mieder,bodice,,,0.4561403508771929,
687,clothing,,,Clogs,clogs,,,0.24074074074074078,
688,clothing,,,Stoffhose,cloth trousers,,,0.6916666666666668,
689,clothing,,,Kordhose,cord trousers,,,0.6916666666666668,
690,clothing,,,Stulpen,cuffs,,,0.22499999999999995,
691,clothing,,,Jeansjacke,denim jacket,,,0.7083333333333334,
692,clothing,,,Jeansrock,denim skirt,,,0.6083333333333333,
693,clothing,,,Ohrenwärmer,ear muffs,,,0.2833333333333334,
694,clothing,,,Fellmütze,fur cap,,,0.5166666666666667,
695,clothing,,,Hallenschuh,gym shoe,,,0.324561403508772,
696,clothing,,,Hot Pant,hot pants,,,0.47368421052631576,
697,clothing,,,Lederhandschuh,leather gloves,,,0.4833333333333334,
698,clothing,,,Lederhose,leather trousers,,,0.5083333333333333,
699,clothing,,,Langarmshirt,longsleeve shirt,,,0.6666666666666666,
700,clothing,,,Nachthemd,nightgown,,,0.7583333333333333,
701,clothing,,,Parka,parka,,,0.6416666666666667,
702,clothing,,,Schildmütze,peaked cap,,,0.37254901960784315,
703,clothing,,,Lätzchen,pinafore,,,0.3684210526315789,
704,clothing,,,Pumps,pumps,,,0.35964912280701755,
705,clothing,,,Skihose,ski bottoms,,,0.5499999999999999,
706,clothing,,,Skijacke,ski jacket,,,0.5,
707,clothing,,,Slipper,slip-on shoes,,,0.4561403508771929,
708,clothing,,,Sport-BH,sports bra,,,0.4583333333333333,
709,clothing,,,Sakko,sports jacket,,,0.8666666666666667,
710,clothing,,,Stola,stole,,,0.29824561403508776,
711,clothing,,,Sonnenhut,sun hat,,,0.425,
712,clothing,,,Pullunder,tanktop,,,0.5964912280701754,
713,clothing,,,Trikot,tricot,,,0.4000000000000001,
714,clothing,,,Weste,waistcoat,,,0.7416666666666667,
715,clothing accessory,,,,,bandanna,,,0.5718871818390278
716,clothing accessory,,,,,belt,,,0.8361839974084874
717,clothing accessory,,,,,belt buckle,,,0.63356524427953
718,clothing accessory,,,,,boa,,,0.3172306897442521
719,clothing accessory,,,,,bolo tie,,,0.42469646086282614
720,clothing accessory,,,,,bonnet,,,0.298999599839936
721,clothing accessory,,,,,bow,,,0.5387755102040817
722,clothing accessory,,,,,bowtie,,,0.6356613756613757
723,clothing accessory,,,,,bracelet (jewelry),,,0.7557067271352985
724,clothing accessory,,,,,bracelet (watch),,,0.6807642205818498
725,clothing accessory,,,,,brooch,,,0.4098639455782313
726,clothing accessory,,,,,buckle,,,0.5664038342609771
727,clothing accessory,,,,,button,,,0.4485056944125966
728,clothing accessory,,,,,corsage,,,0.28161719233147803
729,clothing accessory,,,,,cufflink,,,0.442724216123231
730,clothing accessory,,,,,cummerbund,,,0.3094796360102482
731,clothing accessory,,,,,earring,,,0.7176950780312124
732,clothing accessory,,,,,eye patch,,,0.12910052910052902
733,clothing accessory,,,,,glasses,,,0.538562412916974
734,clothing accessory,,,,,glove,,,0.6293290043290043
735,clothing accessory,,,,,handkerchief,,,0.4936409346347234
736,clothing accessory,,,,,hat,,,0.7899470899470901
737,clothing accessory,,,,,headband,,,0.6537649542575652
738,clothing accessory,,,,,headdress,,,0.3672687465790914
739,clothing accessory,,,,,insole,,,0.15604266397917188
740,clothing accessory,,,,,lanyard,,,0.26329050138573945
741,clothing accessory,,,,,mitten,,,0.37985171596728584
742,clothing accessory,,,,,muff,,,0.23809523809523805
743,clothing accessory,,,,,patch,,,0.2655354276542076
744,clothing accessory,,,,,purse,,,0.7558132343846629
745,clothing accessory,,,,,scarf,,,0.8217228464419474
746,clothing accessory,,,,,shawl,,,0.5930461073318217
747,clothing accessory,,,,,sombrero,,,0.263126159554731
748,clothing accessory,,,,,suspenders,,,0.4923375943784105
749,clothing accessory,,,,,tie,,,0.8035460992907801
750,clothing accessory,,,,,top hat,,,0.47673160173160173
751,clothing accessory,,,,,visor,,,0.33565891472868215
752,clothing accessory,,,,,watch,,,0.7483321039259077
753,condiment,,,,,applesauce,,,0.18949266453569372
754,condiment,,,,,butter,,,0.5353409656545545
755,condiment,,,,,cream cheese,,,0.3796926177878558
756,condiment,,,,,ginger,,,0.18083182640144663
757,condiment,,,,,gravy,,,0.4599303135888502
758,condiment,,,,,jam,,,0.5829268292682928
759,condiment,,,,,ketchup,,,0.9354806983034178
760,condiment,,,,,maple syrup,,,0.48372206025267245
761,condiment,,,,,marmalade,,,0.31428571428571433
762,condiment,,,,,mustard,,,0.8511054421768707
763,condiment,,,,,peanut butter,,,0.4594671201814059
764,condiment,,,,,pesto,,,0.3252319109461966
765,condiment,,,,,sauce,,,0.6340136054421769
766,condiment,,,,,soy sauce,,,0.6162464985994399
767,condiment,,,,,syrup,,,0.5265843179377013
768,construction equipment,,,,,blowtorch,,,0.42380952380952375
769,construction equipment,,,,,bulldozer,,,0.8253475303164743
770,construction equipment,,,,,cement mixer,,,0.6093942338840298
771,construction equipment,,,,,chain,,,0.3176406926406926
772,construction equipment,,,,,chainsaw,,,0.4388278388278387
773,construction equipment,,,,,chisel,,,0.2976190476190476
774,construction equipment,,,,,crane,,,0.734124347413384
775,construction equipment,,,,,drill,,,0.7517006802721088
776,construction equipment,,,,,hammer,,,0.7407490468714959
777,construction equipment,,,,,helmet,,,0.5717819595370617
778,construction equipment,,,,,jackhammer,,,0.7175450399940196
779,construction equipment,,,,,pliers,,,0.45412759698473976
780,construction equipment,,,,,pulley,,,0.3267651888341544
781,construction equipment,,,,,pump,,,0.21260372280780446
782,construction equipment,,,,,rope,,,0.3018140589569161
783,construction equipment,,,,,saw,,,0.5909500879003285
784,construction equipment,,,,,sawhorse,,,0.4062866525920713
785,construction equipment,,,,,scaffold,,,0.531640563202025
786,construction equipment,,,,,scaffolding,,,0.5451192525202851
787,construction equipment,,,,,screwdriver,,,0.5373425966131132
788,construction equipment,,,,,shovel,,,0.5531065759637188
789,construction equipment,,,,,sledgehammer,,,0.6482831227729188
790,construction equipment,,,,,staple gun,,,0.4007350066463367
791,construction equipment,,,,,steamroller,,,0.4377668308702792
792,construction equipment,,,,,tarp,,,0.24369747899159658
793,construction equipment,,,,,trowel,,,0.3150060024009603
794,construction equipment,,,,,wheelbarrow,,,0.5012901712409101
795,construction equipment,,,,,wrench,,,0.5159989921894683
796,container,,,,,aquarium,,,0.41564625850340137
797,container,,,,,ashtray,,,0.30948379351740696
798,container,,,,,backpack,,,0.5949216896060749
799,container,,,,,bag,,,0.738919567827131
800,container,,,,,ballot box,,,0.3551937628984177
801,container,,,,,bank,,,0.22049689440993783
802,container,,,,,barrel,,,0.6816795683790756
803,container,,,,,basket,,,0.7500977402455236
804,container,,,,,bathtub,,,0.3160042964554242
805,container,,,,,beaker,,,0.49659863945578225
806,container,,,,,bedpan,,,0.2563632194450814
807,container,,,,,bin,,,0.819307498280211
808,container,,,,,birdbath,,,0.20355834641548926
809,container,,,,,birdcage,,,0.29033041788143826
810,container,,,,,bottle,,,0.8145709896861969
811,container,,,,,bowl,,,0.7891880156317844
812,container,,,,,box,,,0.9165532879818592
813,container,,,,,breadbox,,,0.49497190180419987
814,container,,,,,briefcase,,,0.5701144094001237
815,container,,,,,bucket,,,0.7936507936507936
816,container,,,,,cabinet,,,0.4754785635184305
817,container,,,,,cage,,,0.49159004261045075
818,container,,,,,can,,,0.7691215616681456
819,container,,,,,canister,,,0.7600358824848621
820,container,,,,,chest,,,0.6749099639855942
821,container,,,,,closet,,,0.3932584269662921
822,container,,,,,coffee pot,,,0.5992131792476025
823,container,,,,,coffin,,,0.26924860853432275
824,container,,,,,container,,,0.8637960678777005
825,container,,,,,cooker,,,0.3776683087027914
826,container,,,,,coop,,,0.2084033613445377
827,container,,,,,crate,,,0.7458021183156808
828,container,,,,,cup,,,0.7783629580864603
829,container,,,,,doghouse,,,0.1930372148859543
830,container,,,,,drawer,,,0.5761746559088751
831,container,,,,,dresser,,,0.46757369614512473
832,container,,,,,duffel bag,,,0.48402839396628217
833,container,,,,,dumpster,,,0.50584336298622
834,container,,,,,dustpan,,,0.26757369614512466
835,container,,,,,filing cabinet,,,0.5060240963855421
836,container,,,,,fishbowl,,,0.38265306122448983
837,container,,,,,flask,,,0.5655976676384838
838,container,,,,,footbath,,,0.17346938775510193
839,container,,,,,glass,,,0.6947947718413208
840,container,,,,,goblet,,,0.2811524609843937
841,container,,,,,hatbox,,,0.40651717477114296
842,container,,,,,honeypot,,,0.3533593212565925
843,container,,,,,hot tub,,,0.17972350230414744
844,container,,,,,hot-water bottle,,,0.5265891302757661
845,container,,,,,inkwell,,,0.26807760141093473
846,container,,,,,jar,,,0.9012059369202226
847,container,,,,,jug,,,0.7684117125110914
848,container,,,,,keg,,,0.49085884353741494
849,container,,,,,kettle,,,0.5244423350735643
850,container,,,,,locker,,,0.5099146041395282
851,container,,,,,luggage,,,0.549438380003164
852,container,,,,,lunchbox,,,0.7638415366146459
853,container,,,,,mailbox,,,0.4602155468929144
854,container,,,,,matchbox,,,0.34165666266506595
855,container,,,,,measuring cup,,,0.6246774571897725
856,container,,,,,mold,,,0.32240311855079107
857,container,,,,,mug,,,0.5824536711236219
858,container,,,,,nightstand,,,0.26870748299319724
859,container,,,,,oilcan,,,0.47783251231527085
860,container,,,,,pan,,,0.5111011437542049
861,container,,,,,paper bag,,,0.6218011013929381
862,container,,,,,petri dish,,,0.24870748299319725
863,container,,,,,piggy bank,,,0.46088435374149656
864,container,,,,,pillbox,,,0.5967068645640075
865,container,,,,,pitcher,,,0.6880952380952382
866,container,,,,,pocket,,,0.48111658456486045
867,container,,,,,pot,,,0.7375750300120049
868,container,,,,,purse,,,0.5666521927920103
869,container,,,,,saltshaker,,,0.42810227539291573
870,container,,,,,sandbag,,,0.2826420890937019
871,container,,,,,sarcophagus,,,0.18392857142857144
872,container,,,,,shaker,,,0.37743888764296923
873,container,,,,,shopping basket,,,0.6068171949630916
874,container,,,,,shopping cart,,,0.41551969625059326
875,container,,,,,suitcase,,,0.6221250404923875
876,container,,,,,swimming pool,,,0.16866056767534593
877,container,,,,,syringe,,,0.2025699168556311
878,container,,,,,tank,,,0.6141774891774893
879,container,,,,,teacup,,,0.4788490108687153
880,container,,,,,teapot,,,0.5069573283858998
881,container,,,,,tent,,,0.1405895691609977
882,container,,,,,terrarium,,,0.2964161274265803
883,container,,,,,test tube,,,0.4049165120593691
884,container,,,,,thermos,,,0.6869565217391304
885,container,,,,,toolbox,,,0.5881582262534643
886,container,,,,,trashcan,,,0.7316790352504638
887,container,,,,,trunk,,,0.540633457684149
888,container,,,,,tupperware,,,0.8723356009070294
889,container,,,,,urn,,,0.464625850340136
890,container,,,,,vase,,,0.640502354788069
891,container,,,,,vial,,,0.5374149659863946
892,container,,,,,wallet,,,0.3775510204081632
893,container,,,,,water bottle,,,0.7736864958749458
894,container,,,,,water heater,,,0.2582766439909296
895,container,,,,,watering can,,,0.5588514475557665
896,container,,,,,wheelbarrow,,,0.3490259740259739
897,container,,,,,wine bottle,,,0.5528188286808976
898,container,,,,,wine cooler,,,0.36757884972170685
899,container,,,,,wineglass,,,0.4636015325670497
900,container,,,,,wok,,,0.2047853624208304
901,dessert,,,,,baklava,,,0.3020050125313282
902,dessert,,,,,banana split,,,0.6188816990210718
903,dessert,,,,,birthday cake,,,0.6108210726150926
904,dessert,,,,,brownie,,,0.7885176048441355
905,dessert,,,,,cake,,,0.8737631416202845
906,dessert,,,,,cake mix,,,0.2824302134646962
907,dessert,,,,,caramel,,,0.3375027430326969
908,dessert,,,,,cheese,,,0.09925788497217063
